"Fecha";"Porcentaje (%)"
"2018/10/24";4,283
"2018/10/25";4,281
"2018/10/26";4,283
"2018/10/29";4,282
"2018/10/30";4,285
"2018/10/31";4,283
"2018/11/01";4,282
"2018/11/02";4,282
"2018/11/06";4,29
"2018/11/07";4,285
"2018/11/08";4,286
"2018/11/09";4,289
"2018/11/13";4,293
"2018/11/14";4,296
"2018/11/15";4,303
"2018/11/16";4,3
"2018/11/19";4,305
"2018/11/20";4,305
"2018/11/21";4,308
"2018/11/22";4,298
"2018/11/23";4,285
"2018/11/26";4,28
"2018/11/27";4,283
"2018/11/28";4,287
"2018/11/29";4,28
"2018/11/30";4,278
"2018/12/03";4,278
"2018/12/04";4,287
"2018/12/05";4,288
"2018/12/06";4,28
"2018/12/07";4,278
"2018/12/10";4,276
"2018/12/11";4,275
"2018/12/12";4,274
"2018/12/13";4,275
"2018/12/14";4,279
"2018/12/17";4,278
"2018/12/18";4,278
"2018/12/19";4,276
"2018/12/20";4,276
"2018/12/21";4,276
"2018/12/24";4,272
"2018/12/26";4,271
"2018/12/27";4,269
"2018/12/28";4,267
"2019/01/02";4,272
"2019/01/03";4,274
"2019/01/04";4,276
"2019/01/08";4,28
"2019/01/09";4,276
"2019/01/10";4,277
"2019/01/11";4,278
"2019/01/14";4,277
"2019/01/15";4,275
"2019/01/16";4,278
"2019/01/17";4,276
"2019/01/18";4,274
"2019/01/21";4,274
"2019/01/22";4,273
"2019/01/23";4,27
"2019/01/24";4,27
"2019/01/25";4,265
"2019/01/28";4,264
"2019/01/29";4,258
"2019/01/30";4,259
"2019/01/31";4,256
"2019/02/01";4,259
"2019/02/04";4,253
"2019/02/05";4,258
"2019/02/06";4,255
"2019/02/07";4,254
"2019/02/08";4,257
"2019/02/11";4,26
"2019/02/12";4,261
"2019/02/13";4,262
"2019/02/14";4,265
"2019/02/15";4,264
"2019/02/18";4,265
"2019/02/19";4,263
"2019/02/20";4,261
"2019/02/21";4,265
"2019/02/22";4,267
"2019/02/25";4,265
"2019/02/26";4,265
"2019/02/27";4,265
"2019/02/28";4,265
"2019/03/01";4,261
"2019/03/04";4,259
"2019/03/05";4,264
"2019/03/06";4,258
"2019/03/07";4,262
"2019/03/08";4,256
"2019/03/11";4,259
"2019/03/12";4,258
"2019/03/13";4,258
"2019/03/14";4,261
"2019/03/15";4,257
"2019/03/18";4,263
"2019/03/19";4,262
"2019/03/20";4,261
"2019/03/21";4,259
"2019/03/22";4,258
"2019/03/26";4,259
"2019/03/27";4,259
"2019/03/28";4,254
"2019/03/29";4,26
"2019/04/01";4,26
"2019/04/02";4,265
"2019/04/03";4,272
"2019/04/04";4,268
"2019/04/05";4,263
"2019/04/08";4,264
"2019/04/09";4,261
"2019/04/10";4,261
"2019/04/11";4,259
"2019/04/12";4,263
"2019/04/15";4,262
"2019/04/16";4,264
"2019/04/17";4,26
"2019/04/22";4,259
"2019/04/23";4,259
"2019/04/24";4,259
"2019/04/25";4,259
"2019/04/26";4,258
"2019/04/29";4,259
"2019/04/30";4,259
"2019/05/02";4,26
"2019/05/03";4,258
"2019/05/06";4,265
"2019/05/07";4,263
"2019/05/08";4,264
"2019/05/09";4,26
"2019/05/10";4,259
"2019/05/13";4,26
"2019/05/14";4,259
"2019/05/15";4,259
"2019/05/16";4,257
"2019/05/17";4,251
"2019/05/20";4,254
"2019/05/21";4,255
"2019/05/22";4,254
"2019/05/23";4,255
"2019/05/24";4,254
"2019/05/27";4,254
"2019/05/28";4,254
"2019/05/29";4,252
"2019/05/30";4,249
"2019/05/31";4,249
"2019/06/04";4,254
"2019/06/05";4,251
"2019/06/06";4,25
"2019/06/07";4,249
"2019/06/10";4,239
"2019/06/11";4,215
"2019/06/12";4,199
"2019/06/13";4,19
"2019/06/14";4,195
"2019/06/17";4,193
"2019/06/18";4,192
"2019/06/19";4,189
"2019/06/20";4,17
"2019/06/21";4,148
"2019/06/25";4,189
"2019/06/26";4,206
"2019/06/27";4,215
"2019/06/28";4,216
"2019/07/02";4,215
"2019/07/03";4,204
"2019/07/04";4,206
"2019/07/05";4,212
"2019/07/08";4,222
"2019/07/09";4,225
"2019/07/10";4,225
"2019/07/11";4,225
"2019/07/12";4,224
"2019/07/15";4,22
"2019/07/16";4,222
"2019/07/17";4,222
"2019/07/18";4,222
"2019/07/19";4,218
"2019/07/22";4,221
"2019/07/23";4,218
"2019/07/24";4,218
"2019/07/25";4,218
"2019/07/26";4,217
"2019/07/29";4,23
"2019/07/30";4,232
"2019/07/31";4,236
"2019/08/01";4,239
"2019/08/02";4,238
"2019/08/05";4,247
"2019/08/06";4,249
"2019/08/08";4,248
"2019/08/09";4,247
"2019/08/12";4,249
"2019/08/13";4,249
"2019/08/14";4,25
"2019/08/15";4,25
"2019/08/16";4,25
"2019/08/20";4,251
"2019/08/21";4,25
"2019/08/22";4,253
"2019/08/23";4,254
"2019/08/26";4,258
"2019/08/27";4,259
"2019/08/28";4,257
"2019/08/29";4,262
"2019/08/30";4,257
"2019/09/02";4,263
"2019/09/03";4,265
"2019/09/04";4,265
"2019/09/05";4,259
"2019/09/06";4,254
"2019/09/09";4,253
"2019/09/10";4,259
"2019/09/11";4,259
"2019/09/12";4,254
"2019/09/13";4,252
"2019/09/16";4,253
"2019/09/17";4,25
"2019/09/18";4,253
"2019/09/19";4,25
"2019/09/20";4,249
"2019/09/23";4,25
"2019/09/24";4,25
"2019/09/25";4,25
"2019/09/26";4,249
"2019/09/27";4,249
"2019/09/30";4,25
"2019/10/01";4,249
"2019/10/02";4,254
"2019/10/03";4,249
"2019/10/04";4,248
"2019/10/07";4,257
"2019/10/08";4,264
"2019/10/09";4,259
"2019/10/10";4,262
"2019/10/11";4,258
"2019/10/15";4,265
"2019/10/16";4,269
"2019/10/17";4,264
"2019/10/18";4,26
"2019/10/21";4,265
"2019/10/22";4,263
"2019/10/23";4,26
"2019/10/24";4,259
"2019/10/25";4,26
"2019/10/28";4,265
"2019/10/29";4,261
"2019/10/30";4,264
"2019/10/31";4,263
"2019/11/01";4,261
"2019/11/05";4,27
"2019/11/06";4,266
"2019/11/07";4,269
"2019/11/08";4,268
"2019/11/12";4,268
"2019/11/13";4,275
"2019/11/14";4,273
"2019/11/15";4,27
"2019/11/18";4,27
"2019/11/19";4,27
"2019/11/20";4,272
"2019/11/21";4,272
"2019/11/22";4,268
"2019/11/25";4,268
"2019/11/26";4,264
"2019/11/27";4,261
"2019/11/28";4,26
"2019/11/29";4,26
"2019/12/02";4,259
"2019/12/03";4,264
"2019/12/04";4,266
"2019/12/05";4,265
"2019/12/06";4,262
"2019/12/09";4,262
"2019/12/10";4,265
"2019/12/11";4,258
"2019/12/12";4,259
"2019/12/13";4,258
"2019/12/16";4,261
"2019/12/17";4,256
"2019/12/18";4,257
"2019/12/19";4,261
"2019/12/20";4,262
"2019/12/23";4,263
"2019/12/24";4,258
"2019/12/26";4,259
"2019/12/27";4,256
"2019/12/30";4,258
"2020/01/02";4,258
"2020/01/03";4,256
"2020/01/07";4,263
"2020/01/08";4,264
"2020/01/09";4,258
"2020/01/10";4,263
"2020/01/13";4,262
"2020/01/14";4,267
"2020/01/15";4,263
"2020/01/16";4,263
"2020/01/17";4,264
"2020/01/20";4,261
"2020/01/21";4,262
"2020/01/22";4,261
"2020/01/23";4,263
"2020/01/24";4,26
"2020/01/27";4,261
"2020/01/28";4,26
"2020/01/29";4,259
"2020/01/30";4,26
"2020/01/31";4,258
"2020/02/03";4,261
"2020/02/04";4,257
"2020/02/05";4,259
"2020/02/06";4,258
"2020/02/07";4,258
"2020/02/10";4,256
"2020/02/11";4,255
"2020/02/12";4,254
"2020/02/13";4,254
"2020/02/14";4,253
"2020/02/17";4,252
"2020/02/18";4,251
"2020/02/19";4,252
"2020/02/20";4,253
"2020/02/21";4,254
"2020/02/24";4,252
"2020/02/25";4,253
"2020/02/26";4,252
"2020/02/27";4,253
"2020/02/28";4,252
"2020/03/02";4,25
"2020/03/03";4,243
"2020/03/04";4,214
"2020/03/05";4,194
"2020/03/06";4,235
"2020/03/09";4,251
"2020/03/10";4,249
"2020/03/11";4,249
"2020/03/12";4,262
"2020/03/13";4,256
"2020/03/16";4,251
"2020/03/17";4,232
"2020/03/18";4,232
"2020/03/19";4,219
"2020/03/20";4,03
"2020/03/24";4,003
"2020/03/25";3,642
"2020/03/26";3,518
"2020/03/27";3,486
"2020/03/30";3,393
"2020/03/31";3,372
"2020/04/01";3,381
"2020/04/02";3,383
"2020/04/03";3,38
"2020/04/06";3,372
"2020/04/07";3,356
"2020/04/08";3,35
"2020/04/13";3,344
"2020/04/14";3,28
"2020/04/15";3,191
"2020/04/16";3,156
"2020/04/17";3,092
"2020/04/20";3,067
"2020/04/21";3,056
"2020/04/22";3,042
"2020/04/23";3,004
"2020/04/24";2,973
"2020/04/27";2,963
"2020/04/28";2,957
"2020/04/29";2,924
"2020/04/30";2,942
"2020/05/04";2,952
"2020/05/05";2,926
"2020/05/06";2,898
"2020/05/07";2,874
"2020/05/08";2,774
"2020/05/11";2,735
"2020/05/12";2,714
"2020/05/13";2,729
"2020/05/14";2,712
"2020/05/15";2,691
"2020/05/18";2,676
"2020/05/19";2,636
"2020/05/20";2,605
"2020/05/21";2,559
"2020/05/22";2,543
"2020/05/26";2,543
"2020/05/27";2,546
"2020/05/28";2,533
"2020/05/29";2,548
"2020/06/01";2,528
"2020/06/02";2,528
"2020/06/03";2,533
"2020/06/04";2,536
"2020/06/05";2,548
"2020/06/08";2,518
"2020/06/09";2,466
"2020/06/10";2,45
"2020/06/11";2,423
"2020/06/12";2,403
"2020/06/16";2,378
"2020/06/17";2,404
"2020/06/18";2,386
"2020/06/19";2,372
"2020/06/23";2,375
"2020/06/24";2,352
"2020/06/25";2,319
"2020/06/26";2,299
"2020/06/30";2,273
"2020/07/01";2,296
"2020/07/02";2,299
"2020/07/03";2,278
"2020/07/06";2,237
"2020/07/07";2,213
"2020/07/08";2,216
"2020/07/09";2,162
"2020/07/10";2,191
"2020/07/13";2,198
"2020/07/14";2,223
"2020/07/15";2,208
"2020/07/16";2,209
"2020/07/17";2,208
"2020/07/21";2,198
"2020/07/22";2,187
"2020/07/23";2,187
"2020/07/24";2,187
"2020/07/27";2,16
"2020/07/28";2,151
"2020/07/29";2,143
"2020/07/30";2,148
"2020/07/31";2,141
"2020/08/03";2,11
"2020/08/04";2,079
"2020/08/05";2,052
"2020/08/06";2,073
"2020/08/10";2,052
"2020/08/11";2,059
"2020/08/12";2,069
"2020/08/13";2,074
"2020/08/14";2,089
"2020/08/18";2,067
"2020/08/19";2,059
"2020/08/20";2,043
"2020/08/21";2,043
"2020/08/24";2,059
"2020/08/25";2,067
"2020/08/26";2,067
"2020/08/27";2,07
"2020/08/28";2,068
"2020/08/31";2,063
"2020/09/01";1,959
"2020/09/02";1,935
"2020/09/03";1,928
"2020/09/04";1,94
"2020/09/07";1,915
"2020/09/08";1,915
"2020/09/09";1,884
"2020/09/10";1,877
"2020/09/11";1,877
"2020/09/14";1,878
"2020/09/15";1,874
"2020/09/16";1,872
"2020/09/17";1,877
"2020/09/18";1,858
"2020/09/21";1,858
"2020/09/22";1,846
"2020/09/23";1,832
"2020/09/24";1,817
"2020/09/25";1,81
"2020/09/28";1,738
"2020/09/29";1,735
"2020/09/30";1,737
"2020/10/01";1,736
"2020/10/02";1,729
"2020/10/05";1,727
"2020/10/06";1,735
"2020/10/07";1,724
"2020/10/08";1,731
"2020/10/09";1,714
"2020/10/13";1,712
"2020/10/14";1,714
"2020/10/15";1,713
"2020/10/16";1,709
"2020/10/19";1,722
"2020/10/20";1,738
"2020/10/21";1,733
"2020/10/22";1,722
"2020/10/23";1,725
"2020/10/26";1,743
"2020/10/27";1,73
"2020/10/28";1,728
"2020/10/29";1,719
"2020/10/30";1,719
"2020/11/03";1,736
"2020/11/04";1,74
"2020/11/05";1,74
"2020/11/06";1,726
"2020/11/09";1,728
"2020/11/10";1,736
"2020/11/11";1,745
"2020/11/12";1,745
"2020/11/13";1,743
"2020/11/17";1,74
"2020/11/18";1,746
"2020/11/19";1,745
"2020/11/20";1,744
"2020/11/23";1,745
"2020/11/24";1,743
"2020/11/25";1,746
"2020/11/26";1,742
"2020/11/27";1,751
"2020/11/30";1,748
"2020/12/01";1,751
"2020/12/02";1,753
"2020/12/03";1,754
"2020/12/04";1,743
"2020/12/07";1,734
"2020/12/09";1,738
"2020/12/10";1,739
"2020/12/11";1,741
"2020/12/14";1,735
"2020/12/15";1,745
"2020/12/16";1,75
"2020/12/17";1,743
"2020/12/18";1,735
"2020/12/21";1,742
"2020/12/22";1,747
"2020/12/23";1,735
"2020/12/24";1,728
"2020/12/28";1,728
"2020/12/29";1,73
"2020/12/30";1,728
