"Fecha";"Miles de millones COP"
"2017/10/20";93193,72610446
"2017/10/27";94845,1934298
"2017/11/03";94986,86892376
"2017/11/10";95247,69858148
"2017/11/17";95065,68444749
"2017/11/24";99394,03307302
"2017/12/01";98064,98117345
"2017/12/08";101422,94770049
"2017/12/15";103450,34567856
"2017/12/22";108297,60700217
"2017/12/29";108538,74256231
"2018/01/05";104785,65349414
"2018/01/12";103078,149911918
"2018/01/19";100394,93208658
"2018/01/26";101447,16684779
"2018/02/02";99628,6471531
"2018/02/09";100956,29656595
"2018/02/16";101638,34900418
"2018/02/23";103020,32890456
"2018/03/02";100742,69234333
"2018/03/09";101266,28294667
"2018/03/16";100705,02166782
"2018/03/23";103337,12680928
"2018/03/30";100115,3953571
"2018/04/06";100051,42347004
"2018/04/13";97187,00618724
"2018/04/20";98297,7943031
"2018/04/27";98209,33525323
"2018/05/04";99201,90996053
"2018/05/11";97873,43908881
"2018/05/18";97659,79085105
"2018/05/25";98910,85193447
"2018/06/01";96961,6334187
"2018/06/08";98294,87432151
"2018/06/15";97221,77351258
"2018/06/22";100325,82359297
"2018/06/29";98841,16190257
"2018/07/06";99354,98896032
"2018/07/13";98909,98421539
"2018/07/20";99788,83585975
"2018/07/27";101095,95942058
"2018/08/03";100184,60553383
"2018/08/10";100554,08869778
"2018/08/17";99808,3492795
"2018/08/24";101350,21724276
"2018/08/31";100564,39930517
"2018/09/07";102483,34050228
"2018/09/14";99973,92921153
"2018/09/21";101350,33123921
"2018/09/28";100191,52351163
"2018/10/05";101403,50468694
"2018/10/12";99831,74436422
"2018/10/19";100567,7920221
"2018/10/26";102505,86732957
"2018/11/02";101775,12921084
"2018/11/09";103734,3490837
"2018/11/16";102789,72644208
"2018/11/23";107833,04386233
"2018/11/30";105703,6216571
"2018/12/07";109318,18001556
"2018/12/14";110236,36087034
"2018/12/21";115232,89994387
"2018/12/28";116395,81857922
"2019/01/04";114368,4811828
"2019/01/11";112516,68780159
"2019/01/18";109591,04758977
"2019/01/25";108272,55916758
"2019/02/01";107764,55071238
"2019/02/08";108774,92614163
"2019/02/15";109373,10705115
"2019/02/22";111058,6598215
"2019/03/01";108341,49961915
"2019/03/08";108563,79414687
"2019/03/15";108010,13223333
"2019/03/22";108451,61626531
"2019/03/29";108964,86678113
"2019/04/05";109163,17515326
"2019/04/12";108466,52192826
"2019/04/19";108107,5740048
"2019/04/26";108820,77222983
"2019/05/03";109365,07339335
"2019/05/10";108047,86662043
"2019/05/17";106454,52982932
"2019/05/24";108481,60710882
"2019/05/31";107530,57675152
"2019/06/07";109108,39244533
"2019/06/14";107460,18628505
"2019/06/21";110658,43880239
"2019/06/28";110946,98413843
"2019/07/05";111566,8766685
"2019/07/12";109841,65912135
"2019/07/19";109082,96563884
"2019/07/26";112269,18981018
"2019/08/02";112086,80113445
"2019/08/09";113787,6884748
"2019/08/16";111581,68377213
"2019/08/23";115048,24044848
"2019/08/30";113852,65153352
"2019/09/06";114174,50510347
"2019/09/13";112345,49164329
"2019/09/20";113478,11152672
"2019/09/27";114045,30796416
"2019/10/04";112931,10276296
"2019/10/11";113512,04192467
"2019/10/18";113708,15128901
"2019/10/25";115700,17072187
"2019/11/01";114869,03489106
"2019/11/08";116194,9744582
"2019/11/15";114877,46047133
"2019/11/22";119524,10693453
"2019/11/29";120837,23646248
"2019/12/06";122029,32197426
"2019/12/13";121835,16834631
"2019/12/20";125380,59046022
"2019/12/27";128938,70952899
"2020/01/03";127881,57369874
"2020/01/10";125878,58074714
"2020/01/17";121905,55723995
"2020/01/24";122287,09085569
"2020/01/31";119463,60479697
"2020/02/07";120445,17278492
"2020/02/14";122176,14652703
"2020/02/21";122955,89409443
"2020/02/28";120475,00469307
"2020/03/06";121929,09237222
"2020/03/13";127683,13088419
"2020/03/20";135010,68273087
"2020/03/27";137992,07591791
"2020/04/03";139428,73516689
"2020/04/10";139209,54543205
"2020/04/17";139231,84945301
"2020/04/24";142152,98197873
"2020/05/01";140447,47399284
"2020/05/08";142102,4227331
"2020/05/15";140036,67223602
"2020/05/22";140547,03031132
"2020/05/29";140321,07533103
"2020/06/05";141202,00326819
"2020/06/12";142102,64850507
"2020/06/19";144236,09616966
"2020/06/26";144845,76820395
"2020/07/03";142974,96749749
"2020/07/10";141465,16749977
"2020/07/17";141299,98530714
"2020/07/24";144699,51495525
"2020/07/31";142363,29384448
"2020/08/07";144169,36690718
"2020/08/14";142212,75344613
"2020/08/21";143396,91043883
"2020/08/28";144405,18844855
"2020/09/04";142826,71295343
"2020/09/11";142908,00890491
"2020/09/18";143372,07038388
"2020/09/25";145029,72453573
"2020/10/02";144404,09504819
"2020/10/09";144889,47277655
"2020/10/16";143596,08383874
"2020/10/23";146661,52630372
"2020/10/30";146843,98047444
"2020/11/06";146999,91498052
"2020/11/13";146893,31808617
"2020/11/20";154466,84698514
"2020/11/27";149347,71208365
"2020/12/04";151166,94912197
"2020/12/11";154274,5906627
"2020/12/18";156704,22623125
"2020/12/25";161228,11092974
"2021/01/01";161069,3814107
"2021/01/08";159315,78611424
"2021/01/15";156617,79727402
"2021/01/22";158258,85459936
"2021/01/29";153500,28496648
"2021/02/05";155544,70715493
"2021/02/12";156882,61188357
"2021/02/19";158162,13899673
"2021/02/26";157355,19973933
"2021/03/05";159881,17021999
"2021/03/12";159171,16512508
"2021/03/19";160763,53309396
"2021/03/26";161766,24730972
"2021/04/02";161448,52821384
"2021/04/09";162736,08582234
"2021/04/16";159790,13117544
"2021/04/23";160991,72349928
"2021/04/30";159843,48993898
"2021/05/07";165557,38575226
"2021/05/14";162593,900417
"2021/05/21";162883,04982996
"2021/05/28";165721,31174031
"2021/06/04";164043,17667221
"2021/06/11";163808,32359641
"2021/06/18";164420,86872308
"2021/06/25";167228,87686604
"2021/07/02";167399,86871547
"2021/07/09";169090,59688223
"2021/07/16";167470,19818178
"2021/07/23";170158,46634491
"2021/07/30";167549,03057751
"2021/08/06";170183,92368915
"2021/08/13";168168,70437614
"2021/08/20";168224,84511341
"2021/08/27";171073,7300786
"2021/09/03";169109,63502213
"2021/09/10";169049,87371863
"2021/09/17";167987,34337286
"2021/09/24";170475,71880588
"2021/10/01";168815,10436624
"2021/10/08";170255,60694341
"2021/10/15";168747,02660995
"2021/10/22";173344,65738433
"2021/10/29";171906,04980485
"2021/11/05";175064,71209825
"2021/11/12";174811,58557767
"2021/11/19";174521,85343909
"2021/11/26";181138,19156839
"2021/12/03";181400,4659376
"2021/12/10";183869,53711177
"2021/12/17";184478,58098252
"2021/12/24";189298,63425323
"2021/12/31";188259,319659
"2022/01/07";187755,6128037
"2022/01/14";184571,00978724
"2022/01/21";182444,9039808
"2022/01/28";181279,60012702
"2022/02/04";179781,97336161
"2022/02/11";182198,17323246
"2022/02/18";186340,09072753
"2022/02/25";183822,75769522
"2022/03/04";181241,44390069
"2022/03/11";182527,6861329
"2022/03/18";181169,24308647
"2022/03/25";182626,49388581
"2022/04/01";181467,39758743
"2022/04/08";180406,67936646
"2022/04/15";179502,14114891
"2022/04/22";184772,01536901
"2022/04/29";180324,41949299
"2022/05/06";183754,26725147
"2022/05/13";181224,9424104
"2022/05/20";180300,61927569
"2022/05/27";180864,45895553
"2022/06/03";179765,58529525
"2022/06/10";179938,82348104
"2022/06/17";178723,00105176
"2022/06/24";182530,95736342
"2022/07/01";182139,11694928
"2022/07/08";185381,41829802
"2022/07/15";182014,76158542
"2022/07/22";185403,0876251
"2022/07/29";182438,42024236
"2022/08/05";183879,29830283
"2022/08/12";181557,34980113
"2022/08/19";182321,37739412
"2022/08/26";184080,703426857
"2022/09/02";181753,44653183
"2022/09/09";181061,94410405
"2022/09/16";177824,91544368
"2022/09/23";180085,5245406
"2022/09/30";178143,30940504
"2022/10/07";180086,79704055
"2022/10/14";178371,79970059
"2022/10/21";180283,51813663
"2022/10/28";180695,98786114
"2022/11/04";180822,75800483
"2022/11/11";181935,26441811
"2022/11/18";179987,05124014
"2022/11/25";183840,08390628
"2022/12/02";181774,88661241
"2022/12/09";186474,35125992
"2022/12/16";184743,68749924
"2022/12/23";189128,50899484
"2022/12/30";189505,74252157
"2023/01/06";188267,03848377
"2023/01/13";184469,79073047
"2023/01/20";182136,08709495
"2023/01/27";181472,43178281
"2023/02/03";177793,96134532
"2023/02/10";178592,88294465
"2023/02/17";176179,50097965
"2023/02/24";177645,05303674
"2023/03/03";173216,04807051
"2023/03/10";172616,97957845
"2023/03/17";171586,63244819
"2023/03/24";174064,83470523
"2023/03/31";172389,16552224
"2023/04/07";173390,72747293
"2023/04/14";171464,2732884
"2023/04/21";173184,5494072
"2023/04/28";171774,81509349
"2023/05/05";171382,43558688
"2023/05/12";170424,17212376
"2023/05/19";167594,18465618
"2023/05/26";170377,37257977
"2023/06/02";168572,24963946
"2023/06/09";168778,26939855
"2023/06/16";166866,52572751
"2023/06/23";169848,8704206
"2023/06/30";169042,29378565
"2023/07/07";170054,42255007
"2023/07/14";168866,3730209
"2023/07/21";167885,0826173
"2023/07/28";169433,60010725
"2023/08/04";167346,08759271
"2023/08/11";168369,21934944
"2023/08/18";167069,16166135
"2023/08/25";168494,49169318
"2023/09/01";167846,94838246
"2023/09/08";168236,60826209
"2023/09/15";165633,41536371
"2023/09/22";167212,33176495
"2023/09/29";168159,48040255
"2023/10/06";170681,16249951
"2023/10/13";171381,16960312
"2023/10/20";171128,94695414
"2023/10/27";173828,68303435
"2023/11/03";171303,53921345
"2023/11/10";171583,9976074
"2023/11/17";170277,6996871
"2023/11/24";176295,32040121
"2023/12/01";173544,85984247
"2023/12/08";179487,92405139
"2023/12/15";178711,02479917
"2023/12/22";183779,5295908
"2023/12/29";184835,824504629
"2024/01/05";183268,431083937
"2024/01/12";180317,949839969
"2024/01/19";179138,81478853
"2024/01/26";179958,988271555
"2024/02/02";177889,322992045
"2024/02/09";183328,559569167
"2024/02/16";178956,191267258
"2024/02/23";179681,78158147
"2024/03/01";174902,48019585
"2024/03/08";175969,490300852
"2024/03/15";173241,583382424
"2024/03/22";176928,640215688
"2024/03/29";174410,880556406
"2024/04/05";174751,106509316
"2024/04/12";175672,974159419
"2024/04/19";174781,314677957
"2024/04/26";176875,05997962
"2024/05/03";176074,4057191
"2024/05/10";175987,07584262
"2024/05/17";172675,931502387
"2024/05/24";172391,773979575
"2024/05/31";172997,392022908
"2024/06/07";175325,266309455
"2024/06/14";175730,502203433
"2024/06/21";179270,551213886
"2024/06/28";177031,95152347
"2024/07/05";181503,015385579
"2024/07/12";180509,931516392
"2024/07/19";177296,676294745
"2024/07/26";180634,59550988
"2024/08/02";178967,770539658
"2024/08/09";180617,121362704
"2024/08/16";179030,403408535
"2024/08/23";179656,012619639
"2024/08/30";180006,809528208
"2024/09/06";182532,323654528
"2024/09/13";181008,37555001
"2024/09/20";179793,988375312
"2024/09/27";183985,355564358
"2024/10/04";184277,605144579
"2024/10/11";185409,310435437
"2024/10/18";186053,189679594
"2024/10/25";189084,159558933
"2024/11/01";189061,215008076
"2024/11/08";192180,413218277
"2024/11/15";190471,166143005
"2024/11/22";193871,304667932
"2024/11/29";192312,663225463
"2024/12/06";198319,44739533
"2024/12/13";200188,7391477
"2024/12/20";204266,060882353
"2024/12/27";210855,873928705
"2025/01/03";207143,366205099
"2025/01/10";206226,68613478
"2025/01/17";204692,111225475
"2025/01/24";202655,026544595
"2025/01/31";199333,305513402
"2025/02/07";201474,246164098
"2025/02/14";201786,794775454
"2025/02/21";201772,289156292
"2025/02/28";197709,163285399
"2025/03/07";201295,235017132
"2025/03/14";197039,928316318
"2025/03/21";198342,751822988
"2025/03/28";202359,685675477
"2025/04/04";201617,318301286
"2025/04/11";201711,590205683
"2025/04/18";202044,032695533
